reviews,titles
뭔놈에 영화가 개같은 현실만 보여주고 끝나냐 그러면서 나이먹고 바뀌고 다시 그새끼를 엿먹여야지,내가 사는 세상 (Back from the Beat)
"현실반영, 거부못할 주제라도 영화적 재미가 없으면 무슨 소용?..그리고, 현실적인 영화라 하더라도 하나의 대사나 행동에 따라 가슴에 와닿을수도 불편할수도 있다",내가 사는 세상 (Back from the Beat)
관람객 연기인가 생활인가. 리얼하네.. 근데 중간중간 클럽씬에서 오디오가 자꾸 음악에 묻혀서 대화가 잘안들림.,내가 사는 세상 (Back from the Beat)
관람객 완생을 이루기 위해서는 우선 미생을 전제한다. 여기 미생이라도 꿈꾸는 청춘들이 있다.,내가 사는 세상 (Back from the Beat)
"민규야 다 울고 난 후에는 더 힘내서, 꿈을 향해 달려가자",내가 사는 세상 (Back from the Beat)
"주연 조연 다 말이 안나온다... 휴,,",내아내의제자들
내안의 그놈이 낫다 공감 vs 말모이가 낫다 비공감,내안의 그놈 (Inside me)
보는내내 빵빵터지네.ㅋㅋㅋ진영 연기 너무잘하고 너무재밌게봤음,내안의 그놈 (Inside me)
아무생각 없이 보러갔다가 정말 미친듯이 웃고 나왔어요! ㅋㅋㅋ 약간 웃음이 줄어들 때 쯤 박성웅님 나와서 진짜 미친듯이 도 웃겨주세요 ㅋㅋㅋ 아 그리고 진영님 정말 잘생기셨어요...,내안의 그놈 (Inside me)
생각지 못한. 진영의 연기력 + 박성웅 연기력 +조연들의 연기력 콜라보. 그중의 갑은 요소요소 마다 빵빵 터지는 이준혁님의 연기력당신은 신으로 인정합니다,내안의 그놈 (Inside me)
요즘 아이돌들 연기에 물올랐네,내안의 그놈 (Inside me)
아형에서 보고 배우분들 성격도 좋고 호흡이 참 잘 맞는다는생각이 들었어요..영화도 포텐터지길 응원할게요~!!,내안의 그놈 (Inside me)
기대 안하고 어제 봤는데 완전 꿀잼 ㅋㅋㅋ,내안의 그놈 (Inside me)
시사때 보고왔는데 진영이 연기 너무 잘하더라고요! 그리고 박성웅은ㅋㅋㅋㅋ 왜이렇게 웃긴지ㅋㅋㅋㅋ 정말 빵빵터졌네요,내안의 그놈 (Inside me)
진영 연기 잘해요 보는내내 계속 웃었네요,내안의 그놈 (Inside me)
ㅋㅋㅋ 시사 보고왔는데 웃다가 뿜을뻔,내안의 그놈 (Inside me)
아무래도 지망 배우들이 적은 분야인 것 같음.,내친구의두엄마
아직 안봤는데 장난스런 키스보다 재밌으면 공감 재미없으면 비공감 주십셔. 혼자 보러 갈겁니다.,너를 만난 여름 (My Best Summer)
지금 중국은 일본 2000년대의 멜로 감성을 따라가고 있다. 그곳에 오래도록 머물기를...,너를 만난 여름 (My Best Summer)
"관람객 초반에는 지루할 수도 있음 임팩트 없는 내용이 없었다 근데 중후반 부터 남주 비주얼 터지더니 아련 폭발하고 울다가 웃다가 했다 장키, 나소시를 뛰어넘느니 하던데 솔직히 그정도는 아님",너를 만난 여름 (My Best Summer)
앞부분은 귀엽고 뒷부분은 아련합니다. 극후반 남주 1분 비주얼컷은 덤,너를 만난 여름 (My Best Summer)
솔직히 장키처럼 설레고 오글?거리기만 할줄 알았는데 초반에는 엄청 설레고 뒤로갈수록 눈물폭탄 흘렸습니다. 진짜 겁나 재미있었니다솔직히 개인적으로는 장키보다 재미있었어요!,너를 만난 여름 (My Best Summer)
이감성 어쩔.. 또보고파,너를 만난 여름 (My Best Summer)
"중화권 영화의 멜로 감성을 다시 보게 됩니다. 저의 청춘을 다시 생각 하게 되네요. 지금의 연애 방식대로 그친구와 만났다면 과연 저희에 결과는 달라졌을까요? 생각 나지만 돌아가지 못하는 그청춘, 그립습니다..",너를 만난 여름 (My Best Summer)
관람객 순수했던 마음을 그려낸 이야기. 잔잔한 감동. 좋았습니다^^,너를 만난 여름 (My Best Summer)
관람객 간만에 정말 예쁜 영화였다,너를 만난 여름 (My Best Summer)
관람객 스포일러가 포함된 감상평입니다. 감상평 보기,너를 만난 여름 (My Best Summer)
음악이 다했던 영화에요,너의 목소리 (Your Voice-Kimikoe)
미세먼지 없는 하늘같은 목소리,너의 목소리 (Your Voice-Kimikoe)
목소리에는 영혼이 담겨있어,너의 목소리 (Your Voice-Kimikoe)
"가슴 따뜻한 이야기, 애들과 같이 보면 좋을 듯요.따스한 오후에 마음 따뜻하게 느껴 보심 좋다.",너의 목소리 (Your Voice-Kimikoe)
관람객 맑은 공기같은 애니메이션,너의 목소리 (Your Voice-Kimikoe)
"무난한 스토리에 아름다운 연출과 작화, 음악이 더해진 수작",너의 목소리 (Your Voice-Kimikoe)
아날로그 감수성과 소녀의 감수성의 합체하면어떤 효과가?골라이온과 그랑죠같은합체 로봇처럼 극대화가 됩니당~~!,너의 목소리 (Your Voice-Kimikoe)
풋풋하고 좋았다. 좋은 말하며 살자구요~,너의 목소리 (Your Voice-Kimikoe)
재밌게 잘 보았습니다.,너의 목소리 (Your Voice-Kimikoe)
"현실적으로는 우스운 이야기. 생전 처음보는 가게에 들어가 라디오를 한다던가 , 초면인 사람의 사정을 듣고 도와준다던가 정말 유치하다. 하지만 마음 한구석에서는 나도 어렷을때 가지고있었던 기분이다. 깨끗한 순수하고 마...",너의 목소리 (Your Voice-Kimikoe)
이엘리야 양궁할 때 멋있다. 지일주는 웃을 때 매력있는 듯.영화는 가볍게 웃으면서 보기 좋은 거 같아요~,너의 여자친구 (My Bossy Girl)
발랄 로코 이엘리야 굿^^,너의 여자친구 (My Bossy Girl)
이엘리야 솔직히 너무 이쁨,너의 여자친구 (My Bossy Girl)
가볍게 보기 좋은 명랑만화 같은 영화,너의 여자친구 (My Bossy Girl)
웃다가 울다가 정신없이 보니 영화가 끝나있었어요!웃긴데 감동도 있는 영화라 가족이 봐도 괜찮을 것 같아요 배우분들 연기가 너무 좋았습니다,너의 여자친구 (My Bossy Girl)
큰 기대 없이 갔다 관람 후 기분 좋게 극장을 나옴.,너의 여자친구 (My Bossy Girl)
기대없이 보다가 한방 맞은 영화 겨울왕국2 에 피해 받은명화다. 현대 사회에 사는 모든이들은 장애를 갖고 살아간다 그것이 신체이건 정신이건 사상이건 그것을 극복 하며살아가는 우리 모두에게 치유를 해주는 동화 같은 ...,너의 여자친구 (My Bossy Girl)
좀 보자 영화관에 영화가없어 4일에 개봉했는데 없어,너의 여자친구 (My Bossy Girl)
상영관이 너무 적고 너무 늦은시간 뿐이라 아쉽습니다..,너의 여자친구 (My Bossy Girl)
오랜만에 착한 영화로 힐링했어요 웃음부터 설렘 감동까지 다 있는 영화!,너의 여자친구 (My Bossy Girl)
서아 역대급 미모다! 언제까지 활동할진 모르지만.. 한 작품 한작품 레어템이다! 어서 다운~,노래방 : 화끈한 여자들2
오유충들 평점 테러하네요.. 부끄러운줄 알아야지,노무현과 바보들
말해 무엇하리. ㅠㅠ너무 앞서 나가신 분,노무현과 바보들
보고싶습니다 노무현 그를 잊지않겠습니다,노무현과 바보들
노짱 팬 꼭봐야 됨 노짱이 노래 불러준다 노무현만 나오면 통곡 눈물 콧물 노짱 정말 힘들고 외로워서 맨날 울었다고 미안해 잘못했어요,노무현과 바보들
사랑합니다 노무현 대통령님♡,노무현과 바보들
아 그립다 평점테러 너무하네,노무현과 바보들
앗...아아....갑자기 나오시면...,노무현과 바보들
그립고그립고그립습니다,노무현과 바보들
부디 그곳에선 힘들어하지 않으셨으면 좋겠습니다.고맙습니다..존경합니다.,노무현과 바보들
주말에 보러가겠습니다ㅎㅎ,노무현과 바보들
